,pc1,pc2,Categorias
0,-2.6841256259695347,0.3193972465851008,1
1,-2.7141416872943243,-0.17700122506478058,1
2,-2.8889905690592945,-0.14494942608555814,1
3,-2.7453428556414083,-0.31829897925191675,1
4,-2.7287165365545283,0.3267545129349195,1
5,-2.280859632844491,0.7413304490629148,1
6,-2.8205377507406073,-0.08946138452856947,1
7,-2.626144973146631,0.16338495969832836,1
8,-2.886382731780551,-0.5783117541867043,1
9,-2.672755797820952,-0.1137742458741172,1
10,-2.5069470906518543,0.6450688986485739,1
11,-2.6127552309087214,0.014729939161374078,1
12,-2.786109266188016,-0.2351120002017188,1
13,-3.2238037438656506,-0.511394587006383,1
14,-2.644750389942028,1.1787646364375755,1
15,-2.3860390335311314,1.3380623304006527,1
16,-2.6235278752244247,0.8106795141812575,1
17,-2.6482967062543796,0.31184914459335444,1
18,-2.1998203236175784,0.8728390389622112,1
19,-2.5879863998787664,0.5135603087492767,1
20,-2.310256215242517,0.3913459356538943,1
21,-2.543705228757155,0.4329960632790279,1
22,-3.2159394156486103,0.1334680695385251,1
23,-2.3027331822262056,0.09870885481409918,1
24,-2.355754049123771,-0.03728185967738293,1
25,-2.50666890692582,-0.14601688049526798,1
26,-2.4688200731213374,0.1309514894352499,1
27,-2.562319906196014,0.36771885743419974,1
28,-2.639534715384541,0.3120399802352827,1
29,-2.631989387274344,-0.19696122492431514,1
30,-2.5873984766893505,-0.20431849127413385,1
31,-2.4099324970021736,0.4109242642295729,1
32,-2.6488623343499103,0.8133638202969617,1
33,-2.5987367491005857,1.093145759449357,1
34,-2.636926878105797,-0.12132234786586357,1
35,-2.866241652118668,0.06936447158008027,1
36,-2.6252380498503705,0.5993700213794236,1
37,-2.8006841154482203,0.2686437377979819,1
38,-2.980502043781992,-0.4879583444286162,1
39,-2.590006313968094,0.22904383682701243,1
40,-2.7701024260278997,0.26352753374425597,1
41,-2.8493687050431014,-0.9409605736411972,1
42,-2.997406546594905,-0.34192605747161076,1
43,-2.4056144850974843,0.18887142893025988,1
44,-2.2094892377836777,0.4366631416391876,1
45,-2.714451426757706,-0.2502082041852115,1
46,-2.5381482589989384,0.5037711444614373,1
47,-2.839462167642848,-0.2279455694938283,1
48,-2.543085749830391,0.5794100215198892,1
49,-2.7033597823351583,0.10770608249941135,1
50,1.2848256888583534,0.6851604704673097,0
51,0.9324885323123202,0.31833363826262956,0
52,1.4643023219913958,0.5042628153092051,0
53,0.18331771995837237,-0.827959011820632,0
54,1.0881032577116676,0.07459067519771699,0
55,0.6416690842580793,-0.4182468715686785,0
56,1.0950606626324486,0.2834682700615295,0
57,-0.7491226698296555,-1.0048909611818957,0
58,1.0441318260534371,0.2283618997883965,0
59,-0.008745404082894162,-0.7230819050048344,0
60,-0.5078408838353242,-1.2659711905263937,0
61,0.5116985574475993,-0.10398123549904015,0
62,0.26497650811204826,-0.5500364636804741,0
63,0.984934510470892,-0.12481785412635689,0
64,-0.173925371681766,-0.25485420870258924,0
65,0.9278607809442493,0.46717949444151136,0
66,0.6602837616969388,-0.35296966572385036,0
67,0.23610499331767343,-0.33361076682491503,0
68,0.9447337280198149,-0.5431455507797657,0
69,0.045226976298701656,-0.5838343774718641,0
70,1.1162831773500514,-0.08461685219478784,0
71,0.35788841799730914,-0.06892503165601345,0
72,1.2981838753589157,-0.3277873083339167,0
73,0.9217289224470387,-0.18273779362136688,0
74,0.7148533259114134,0.14905594436978548,0
75,0.9001743731721691,0.3285044738343241,0
76,1.3320244367220904,0.24444087601634457,0
77,1.5578021550660721,0.2674954473102555,2
78,0.8132906498175432,-0.16335030068761586,0
79,-0.30558377802430725,-0.3682621897545877,0
80,-0.0681264920683618,-0.7051721317994651,0
81,-0.1896224723785001,-0.6802867635281331,0
82,0.13642871155801672,-0.3140324382492364,0
83,1.3800264359155128,-0.4209542873138814,0
84,0.5880064433398653,-0.4842874199812184,0
85,0.8068583125004141,0.19418231471315112,0
86,1.2206908824443548,0.40761959361100797,0
87,0.8150952357666015,-0.37203705990950103,0
88,0.2459576798866943,-0.2685243966220148,0
89,0.16641321714545865,-0.6819267248636266,0
90,0.464800288403781,-0.6707115445117202,0
91,0.8908151984694511,-0.03446444436826836,0
92,0.23054802355945717,-0.4043858480073248,0
93,-0.7045317592446619,-1.0122482275317142,0
94,0.35698149470104884,-0.5049100933371085,0
95,0.3319344799450602,-0.21265468378116964,0
96,0.3762156510666722,-0.2932189292514188,0
97,0.6425760075543396,0.01773819011241687,0
98,-0.9064698649488342,-0.7560933665990143,0
99,0.2990008418781451,-0.34889780645033575,0
100,2.5311927278036297,-0.009849109498801703,2
101,1.4152358767039042,-0.5749163475464892,0
102,2.6166760159956914,0.3439031513417353,2
103,1.9715310530434371,-0.1797279043522449,2
104,2.3500059200446417,-0.04026094714253041,2
105,3.39703873605326,0.5508366730280568,2
106,0.5212322439097754,-1.192758727000646,0
107,2.9325870689936906,0.35550000297749784,2
108,2.321228816573379,-0.24383150231068967,2
109,2.9167509667860747,0.7827919488152794,2
110,1.6617741536365331,0.2422284077550677,2
111,1.8034019529650929,-0.21563761733355474,2
112,2.1655917960801467,0.21627558507402556,2
113,1.3461635794584532,-0.7768183473443395,0
114,1.5859282238732226,-0.5396407140267186,0
115,1.9044563747934287,0.11925069209197313,2
116,1.949689059399071,0.04194325966321211,2
117,3.4870553642902813,1.1757393297134309,2
118,3.7956454220728855,0.2573229734204811,2
119,1.300791712637659,-0.7611496364350628,0
120,2.4278179130660478,0.37819601261705155,2
121,1.1990011054655623,-0.6060915277579305,0
122,3.4999200389245395,0.4606740989118968,2
123,1.388766131691467,-0.20439932735215038,0
124,2.2754305038722067,0.33499060582167806,2
125,2.614090473810833,0.560901355123079,2
126,1.2585081605114894,-0.17970479472274617,0
127,1.2911320591150226,-0.11666865117401107,0
128,2.1236087227738967,-0.20972947667730213,2
129,2.388003016003469,0.4646398047087377,2
130,2.8416727781038724,0.37526916719510456,2
131,3.2306736614320943,1.374165086793049,2
132,2.1594376424890513,-0.2172775786690485,2
133,1.4441612423295114,-0.14341341045758005,0
134,1.7812948100451138,-0.4999016810781358,2
135,3.0764999316871897,0.6880856775711773,2
136,2.1442433143020834,0.14006420108979029,2
137,1.9050981488140772,0.049300526013030865,2
