,pc1,pc2,Categorias
0,-2.3377465735658256,0.6285915341046819,0
1,-2.13929003714512,-0.6333107054887323,0
2,-2.4292090197601404,-0.247051629561175,0
3,-2.3612162276125606,-0.5213622082443115,0
4,-2.4661281633857812,0.8225030660850265,0
5,-2.1591413948240863,1.721031328085896,0
6,-2.514859836405066,0.19397749495154615,0
7,-2.302909584393354,0.352716967388414,0
8,-2.391009658192942,-1.0778033057762422,0
9,-2.2457719803872522,-0.4059502352251027,0
10,-2.2446029411741475,1.2267961430211405,0
11,-2.396454185040838,0.2707539326524905,0
12,-2.2772465971649978,-0.6849527780076343,0
13,-2.693465015146805,-0.8984622990296672,0
14,-2.2857637068802665,2.0961833545544715,0
15,-2.2917646067245205,1.714775375953369,0
16,-2.263140215357244,0.6384700952390562,0
17,-1.9786657595901194,1.6007682577402322,0
18,-2.425078576408114,1.3470592133668031,0
19,-1.983197171197951,0.5228989889927879,0
20,-2.2854408301908737,1.121262731136306,0
21,-2.852152182531401,0.6491930684143893,0
22,-1.8843973139974366,0.1915690948774556,0
23,-2.2969867761155127,0.2754458967518856,0
24,-2.009628229383607,-0.5884192180379414,0
25,-2.120541065001082,0.3740380776902943,0
26,-2.241240568779421,0.6719190335223415,0
27,-2.2093649837458695,0.43468000212433755,0
28,-2.329741610834815,-0.24235966546177984,0
29,-2.2013600210148594,-0.43627119744212456,0
30,-1.9002960607310053,0.539528135195273,0
31,-2.171165622178671,-0.39607167409072846,0
32,-2.27231421730136,-0.1233250834407241,0
33,-2.117501569295749,0.7940815916096606,0
34,-2.6040847234056588,0.7708609935661249,0
35,-2.48919684917671,-0.8436922504445018,0
36,-2.2395593825820574,0.3944804787729414,0
37,-2.3596462201436488,0.5951425958213971,0
38,-1.8960205730962152,-2.4417754814797035,-1
39,-2.6192596251940294,-0.3723421637147577,0
40,-2.036359736592579,0.629470243323915,0
41,-2.217849006299099,1.363193726633704,0
42,-2.128033880747835,-0.6651956557388858,0
43,-2.4665291316415874,1.3387446402655605,0
44,-2.4594034185963287,-0.2872511529125711,0
45,-2.307953142985444,1.1850326316366127,0
46,-2.2710339993598025,0.11547793599041033,0
47,1.05041922155634,0.8852274590219281,1
48,0.6786127629469267,0.6413969757828737,1
49,1.193018371912502,0.6207954414731663,1
50,0.37875170743049125,-1.8831270793961288,1
51,1.03524431976797,-0.25797569825895533,1
52,0.34607418588532834,-0.613404899637056,1
53,0.6911491372857692,0.8483150449638546,1
54,-0.5222905868974497,-1.9386167039734667,-1
55,0.8843504171534434,-0.00029426577830442106,1
56,-0.029973894804563417,-1.0574028669889808,1
57,0.3924571209824391,-0.04346263196890332,1
58,0.536715029869888,-1.9396202492414847,1
59,0.675361569280652,-0.19766927353343627,1
60,-0.08070963071060425,-0.4335692599548971,1
61,0.8259325952057854,0.5195699174040783,1
62,0.3018739244738752,-0.16406120202309118,1
63,0.11801348917910551,-0.8432080671530493,1
64,1.20222623941093,-1.7988804806348997,-1
65,0.12967061383219675,-1.3913345915837378,1
66,0.6851482374415148,0.4669070663627538,1
67,0.43369597825497086,-0.45417079426460455,1
68,1.2031054890966815,-1.0438358870232307,1
69,0.5911802408721489,-0.4531014391670568,1
70,0.6581826046055259,-0.08851325264675433,1
71,0.8276137814031483,0.24213136265467847,1
72,1.2170001729434943,-0.13943574917348348,1
73,1.31371787569084,0.3229144856411193,1
74,0.6203061197277202,-0.2326821998498528,1
75,-0.07924014247418162,-1.1300305501012389,1
76,0.09819599705445181,-1.670337134366269,1
77,-0.009566164129238025,-1.6817796835337748,1
78,0.2009145996460514,-0.8265789209505642,1
79,1.0239100718042715,-0.6847697972464314,1
80,0.17517352085128296,-0.24758822479214607,1
81,0.3697555378930037,0.9555715781088806,1
82,1.0000063623396922,0.5341404426378477,1
83,1.0181765338212956,-1.5427630361873819,1
84,0.020037996156278354,-0.19007427642436653,1
85,0.24868893141317192,-1.4117769926663848,1
86,0.24167439709636487,-1.1797245583033602,1
87,0.5771743782968836,0.03644178179830407,1
88,0.29910179062981956,-1.0606899762823043,1
89,-0.3939089970774938,-2.132528235953812,-1
90,0.2482879631573657,-0.8955354184858499,1
91,0.04193764273410213,-0.15662533814108132,1
92,0.1815753889513433,-0.38242182037157907,1
93,0.5314822009829332,-0.17204027541580955,1
94,-0.48548262200026115,-1.614228040804561,1
95,0.2134509739848943,-0.6196608517695829,1
96,1.7936317998394118,0.9575539396039351,1
97,1.121028742807423,-0.7386611366123639,1
98,2.163946342546327,0.5435586680149119,1
99,1.3988896325135465,-0.06055211392869868,1
100,1.8252956869120223,0.30129217280898907,1
101,2.7127879724285675,0.7633241411694716,-1
102,0.3327921682552623,-1.6150238762703946,1
103,2.2644822714522688,0.36803091614849903,1
104,1.9787275977435872,-0.833070265783812,1
105,2.201845255090208,2.0420146601924314,-1
106,1.3139295736517806,0.7419372210380627,1
107,1.567441559625418,-0.48495209223893476,1
108,1.8412725252120044,0.41201218172880244,1
109,1.2291918722469193,-1.2434601616253929,1
110,1.4290291458416706,-0.45359328757562156,1
111,1.5407100524164457,0.7329373691229215,1
112,1.4274028451523713,0.25708596417209695,1
113,2.3636492313542776,2.7019305486404797,-1
114,3.2849438516169913,-0.1131634345373442,-1
115,1.24130485066388,-1.8745875632382965,-1
116,1.990084273373361,0.9480108781780863,1
117,0.9375917034345356,-0.5797625309484371,1
118,2.864750395023711,0.3254229927230126,-1
119,1.2968617877051063,-0.5428501168903637,1
120,1.6491397653249464,1.0804017765051535,1
121,1.9065704966896684,1.0286005707591925,1
122,1.1353243949100422,-0.3505025729431518,1
123,0.975067220056535,0.08064799043519626,1
124,1.751090296959247,-0.22482796250592013,1
125,1.821108950339608,0.5343653856944366,1
126,2.4011586135305896,0.18086996923626558,1
127,2.241669509634382,2.761008485041391,-1
128,1.8256966551678284,-0.2149494013715459,1
129,1.0743229310209195,-0.33368278086235204,1
130,1.1688579600826068,-0.8906185113298659,1
131,2.759571875781485,0.8170248346570892,-1
132,1.5213708417217369,1.1770944697019061,1
133,1.2990212553324154,0.4509974961524416,1
134,0.8785612152701303,0.03732049101753712,1
135,1.806435536039533,0.6878867484450706,1
136,1.969865812992901,0.6371233851454015,1
137,1.8561808435313698,0.7029519066144239,1
138,1.121028742807423,-0.7386611366123639,1
