,pc1,pc2,Categorias
0,-1.1187538774145929,-2.276009803214223,1
1,0.3604329136351809,-3.0341598010515627,2
2,0.21655591120591375,-2.37301963634584,2
3,3.6245747501048324,0.14672661256769431,0
4,-1.120421833486441,-2.2738104254388976,1
5,-1.127300964660166,-2.2404442053416505,1
6,-0.7725845161924396,-2.004320522948979,1
7,-2.2078860982887365,0.23506411341714684,1
8,-0.38701352853547855,-0.1842901354911674,1
9,-0.4912721977669738,-2.461690629083566,1
10,-2.894911300309076,-1.9284947706077302,1
11,2.3787276708370233,0.5221645284378661,0
12,0.6922733496707925,-1.641213466737491,2
13,1.6659213297629054,-0.5713750508578266,2
14,1.0258915637615214,-1.9937112843768248,2
15,-0.037588653756236934,-0.7694821271910648,1
16,-1.0414518807765105,-0.7579678524809399,1
17,0.26156296203190554,-0.431011683776666,2
18,-1.2675525379251242,-2.325266010538422,1
19,-0.6434292803104483,-0.828090993760916,1
20,-0.8083504010057492,-2.44224130394619,1
21,-0.582956817301757,-1.5783452641692892,1
22,0.13854027872408697,-0.3594356381202158,2
23,1.2317454401668195,1.1816096072943056,0
24,1.4873387078402,-2.9038135549733926,2
25,1.240231781236091,-0.7393174141999184,2
26,-1.1602157928864891,-0.19325840127889682,1
27,-1.1706994506970134,-0.014685036944472152,1
28,1.1410381970279708,-1.5542042075187452,2
29,3.749454704146756,0.0820754392372286,0
30,-0.01610927771684534,-1.6796703692589925,2
31,0.21261312909775826,-0.40195183264351075,2
32,1.4718161139662365,-1.2930949066940798,2
33,-1.0425455161182664,-2.155989390477915,1
34,-1.8031053753953257,-0.8052560233156361,1
35,-0.21116584053310106,-2.633062600912916,1
36,0.5836131537890165,-2.757641433775013,2
37,2.073801891358992,-0.5053617194817692,0
38,-1.216444401689834,-1.7430262657277455,1
39,-1.162003491291704,-2.331474305319187,1
40,-1.2807860582269008,-0.5370571743698312,1
41,0.8575693909535649,-1.848524633126677,2
42,0.09265664997673578,1.103816497313335,1
43,-0.834840383972487,-1.153182363504376,1
44,-0.17857190773556159,-0.4068688073963194,1
45,-0.982254874298855,-2.0289801223913804,1
46,-0.18107384184333408,-0.40356974073333135,1
47,-0.8321489804742861,-2.1533327593911187,1
48,-0.8668509765520482,-1.942444670942976,1
49,0.5201265309385019,-1.0343816573075553,2
50,0.6264349740775597,-0.6977025524493667,2
51,0.5188755638846156,-1.0327321239760612,2
52,0.34062943077573005,-1.9828813995044907,2
53,-0.34927001604567354,-1.0903092038733688,1
54,0.33979545273980594,-1.981781710616828,2
55,-0.29679107673129457,-1.4905620231990495,1
56,2.91130963302384,-0.18115098622513875,0
57,2.3966323339674362,-0.06228054461706317,0
58,0.6341203032514853,-0.4593255348954303,2
59,-0.8674963431000804,-2.1905460486069277,1
60,-0.4975646924527689,-2.2922971863162664,1
61,-0.08297163398622004,1.941724809119036,0
62,-3.289541935261111,0.6146558534597858,1
63,0.7777879269380392,-1.6250215594002282,2
64,0.2838163524172877,-1.0876749738271945,2
65,0.7757029818482288,-1.6222723371810717,2
66,-1.356280141003351,-0.3011914449732602,1
67,-2.6489762020529377,-2.405096490864585,1
68,-0.8882806200916766,-0.17465702121944277,1
69,0.5111087352966267,0.9852488991060713,0
70,-0.9335466085018445,-2.390195568319355,1
71,-0.9339635975198066,-2.3896457238755238,1
72,-1.4628699007542192,-2.047326339471433,1
73,-1.075437841534255,-1.7622173829375318,1
74,-0.6957150479683669,-2.2038538784976027,1
75,-0.6256648435634136,-0.5205944017457398,1
76,1.3359056273484256,-1.9119322402546484,2
77,-0.9452490306533172,-2.2967852304158662,1
78,-1.5353795697505876,-2.348518772458793,1
79,-1.3876429588408983,-0.8444340030510087,1
80,-1.7361456163437556,-2.9100571977680367,1
81,0.5624440339917336,-0.15635823714661434,2
82,-1.4484302451830908,-0.04693584229853853,1
83,-0.7456738202420113,-0.9720834413200223,1
84,-0.19667864821933273,-1.0416646603580453,1
85,0.25528584012715066,-0.1626183462355003,2
86,-1.5351527466633015,-1.8699945083447065,1
87,0.7291244822958355,-1.2927247926204177,2
88,0.7287074932778734,-1.2921749481765863,2
89,-0.98675927858948,-2.5247789105357117,1
90,-1.0000337966359865,-1.9402768231947543,1
91,-0.8046994937124081,-1.3189180655875956,1
92,2.576807722108854,-1.7513038274260586,2
93,1.0139962384396068,-1.3252113639644245,2
94,-0.7014002518003202,-0.38135331496459135,1
95,-0.05083777710278453,-0.8814821052816033,1
96,-0.05125476612074664,-0.8809322608377719,1
97,-0.23711090786036948,-1.1644510247178947,1
98,1.975373871961413,2.7339381116620105,0
99,0.17225938734436802,-0.4649596416160713,2
100,1.6962883035025556,-2.038317915507479,2
101,0.5040036436770912,-1.391286789247394,2
102,-0.37798502468200285,-1.3581801482503177,1
103,0.6762706964253087,-1.2545566399623793,2
104,0.8657499513214104,-1.2574313928774592,2
105,-0.1425208806687981,-1.8206035271931047,2
106,-0.6399453700246513,-0.9708254287230379,1
107,0.8120736448215513,-0.40682732731849075,2
108,0.7735076346778056,-1.9134356542058237,2
109,-2.145565335694318,-0.3424552750169825,1
110,1.0386386244211756,-0.6923692619230298,2
111,0.1696886248958538,-0.3121646070075665,2
112,-0.3739380627001077,-0.47455735323903425,1
113,1.7912515445141435,-0.877599120063697,2
114,-0.6100739346579931,-1.8347479992041145,1
115,-0.5180965126238605,-1.8230381069753931,1
116,-1.0856230276730088,-2.0807651879221325,1
117,2.866876979486219,1.154892969033691,0
118,-1.073071100190028,-0.5746219795331242,1
119,3.8725440464085685,-0.48328322451340283,0
120,0.6446028767016356,-1.99823933586334,2
121,2.178574695365294,-0.31160529448708363,0
122,-1.408982891243719,-2.025536493628038,1
123,3.472280913934957,1.1731306785589832,0
124,0.39069872166160585,-0.5760010442376271,2
125,-1.4793038754910472,-3.3516640236650135,1
126,-0.9405951650005503,-0.7117267332504605,1
127,0.44378735263799507,-0.7488289760961406,2
128,0.36598228395446764,-4.228893986634368,2
129,2.734937038143426,-3.102144039476687,2
130,2.7345200491254644,-3.1015941950328556,2
131,0.6638808874871682,-0.6597019898355041,2
132,1.3563100676187445,0.3871308574878149,0
133,1.3554760895828204,0.3882305463754776,0
134,2.860608332998403,-1.089814291794796,2
135,0.29182164604161875,0.03247150939822191,2
136,3.9576509851863384,-0.8164127682514282,0
137,2.3426320030233643,-2.563196776507984,2
138,-0.268582802445273,-0.6629797157344115,1
139,2.720658910391677,1.7507530794891413,0
140,0.6585856752426507,-1.9533824148332024,2
141,2.3505652153446244,-2.6024581243222573,2
142,0.1322935401808245,-1.6590832756299814,2
143,2.2496448950808623,-1.677324306586479,2
144,0.5321061639669791,-0.5843359587245976,2
145,2.467034916224347,0.18776162627845655,0
146,1.4287383573564005,-1.8929134499041618,2
147,2.7479265996948556,-2.8992661319662747,2
148,0.513976774623591,-1.322653756489141,2
149,-0.2893316589163492,0.880377192723063,1
150,0.08179329549181807,3.115074453615926,0
151,1.0906912042969015,-1.0329410083097557,2
152,3.1675031867076844,0.08082115043283994,0
153,1.4469357757858285,-1.640187203757748,2
